Fecal output (mean) (g/day),Fecal output (SD) (g/day),Wastewater Flow (Liters/person-day) (Mean),Wastewater Flow (Liters/person-day) (SD),Decay rate (1/h),Decay_u (1/h),Environmental Flow (Liters/hour) (mean),Environmental Flow (Liters/hour) (SD)
243,130,100,50,0.986140366,0.939635091,30000,100
